Clave del capitulo;Partida Fracción;Clave Subpartida Fracción;Nombre;Fecha Inicio de Vigencia;Fecha Fin de Vigencia;Estatus activo
61;15;30;Las demás medias de mujer, de título inferior a 67 decitex por hilo sencillo.;1/11/11;NULL;SI
86;07;30;Ganchos y demás sistemas de enganche, topes, y sus partes.;1/11/11;NULL;SI
87;01;30;Tractores de orugas.;1/11/11;NULL;SI
87;08;30;Frenos y servofrenos, y sus partes:;1/11/11;NULL;SI
29;09;30;Éteres aromáticos y sus derivados halogenados, sulfonados, nitrados o nitrosados.;1/11/11;NULL;SI
84;22;30;"Máquinas y aparatos para llenar, cerrar, tapar, taponar o etiquetar botellas, botes o latas, cajas, sacos (bolsas) o demás continentes; máquinas y aparatos de capsular botellas, tarros, tubos y continentes análogos; máquinas y aparatos para gasear bebidas";1/11/11;NULL;SI
70;03;30;Perfiles.;1/11/11;NULL;SI
70;05;30;Vidrio armado.;1/11/11;NULL;SI
71;12;30;Cenizas que contengan metal precioso o compuestos de metal precioso.;1/11/11;NULL;SI
72;10;30;Cincados electrolíticamente.;1/11/11;NULL;SI
34;01;30;Productos y preparaciones orgánicos tensoactivos para el lavado de la piel, líquidos o en crema, acondicionados para la venta al por menor, aunque contengan jabón.;1/11/11;NULL;SI
34;05;30;Abrillantadores (lustres) y preparaciones similares para carrocerías, excepto las preparaciones para lustrar metal.;1/11/11;NULL;SI
37;01;30;Las demás placas y películas planas en las que por lo menos un lado sea superior a 255 mm.;1/11/11;NULL;SI
38;01;30;Pastas carbonosas para electrodos y pastas similares para el revestimiento interior de hornos.;1/11/11;NULL;SI
38;06;30;Gomas éster.;1/11/11;NULL;SI
72;02;30;Ferro-sílico-manganeso.;1/11/11;NULL;SI
72;04;30;Desperdicios y desechos, de hierro o acero estañados.;1/11/11;NULL;SI
72;12;30;Cincados de otro modo.;1/11/11;NULL;SI
72;14;30;Las demás, de acero de fácil mecanización.;1/11/11;NULL;SI
72;17;30;Revestido de otro metal común.;1/11/11;NULL;SI
39;03;30;Copolímeros de acrilonitrilo-butadieno-estireno (ABS).;1/11/11;NULL;SI
39;04;30;Copolímeros de cloruro de vinilo y acetato de vinilo.;1/11/11;NULL;SI
73;02;30;Agujas, puntas de corazón, varillas para mando de agujas y otros elementos para cruce o cambio de vías.;1/11/11;NULL;SI
29;18;30;Ácidos carboxílicos con función aldehído o cetona, pero sin otra función oxigenada, sus anhídridos, halogenuros, peróxidos, peroxiácidos y sus derivados.;1/11/11;NULL;SI
29;21;30;"Monoaminas y poliaminas, ciclánicas, ciclénicas o cicloterpénicas, y sus derivados; sales de estos productos.";1/11/11;NULL;SI
62;05;30;De fibras sintéticas o artificiales.;1/11/11;NULL;SI
62;06;30;De algodón.;1/11/11;NULL;SI
62;09;30;De fibras sintéticas.;1/11/11;NULL;SI
62;10;30;Las demás prendas de vestir del tipo de las citadas en las subpartidas 6202.11 a 6202.19.;1/11/11;NULL;SI
63;01;30;Mantas de algodón (excepto las eléctricas).;1/11/11;NULL;SI
63;06;30;Velas.;1/11/11;NULL;SI
41;06;31;"En estado húmedo (incluido el ""wet-blue"").";1/11/11;NULL;SI
40;10;31;Correas de transmisión sin fin, estriadas, de sección trapezoidal, de circunferencia exterior superior a 60 cm pero inferior o igual a 180 cm.;1/11/11;NULL;SI
39;12;31;Carboximetilcelulosa y sus sales.;1/11/11;NULL;SI
39;17;31;Tubos flexibles para una presión superior o igual a 27.6 MPa.;1/11/11;NULL;SI
44;12;31;Que tengan, por lo menos, una hoja externa de las maderas tropicales citadas en la Nota de subpartida 2 de este Capítulo.;1/11/11;NULL;SI
52;08;31;De ligamento tafetán, de peso inferior o igual a 100 g/m².;1/11/11;NULL;SI
84;12;31;Con movimiento rectilíneo (cilindros).;1/11/11;NULL;SI
08;02;31;Con cáscara.;1/11/11;NULL;SI
03;03;31;Halibut (fletán) (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis).;1/11/11;NULL;SI
03;07;31;Vivos, frescos o refrigerados.;1/11/11;NULL;SI
01;06;31;Aves de rapiña.;1/11/11;NULL;SI
29;37;31;Epinefrina (adrenalina).;1/11/11;30/6/12;SI
30;03;31;Que contengan insulina.;1/11/11;NULL;SI
30;04;31;Que contengan insulina.;1/11/11;NULL;SI
48;04;31;Crudos.;1/11/11;NULL;SI
48;10;31;Blanqueados uniformemente en la masa y con un contenido de fibras de madera obtenidas por procedimiento químico superior al 95% en peso del contenido total de fibra, de peso inferior o igual a 150 g/m² .;1/11/11;NULL;SI
84;30;31;Autopropulsadas.;1/11/11;NULL;SI
84;31;31;De ascensores, montacargas o escaleras mecánicas.;1/11/11;NULL;SI
84;43;31;Máquinas que efectúan dos o más de las siguientes funciones: impresión, copia o fax, aptas para ser conectadas a una máquina automática para tratamiento o procesamiento de datos o a una red.;1/11/11;NULL;SI
90;18;31;Jeringas, incluso con aguja.;1/11/11;NULL;SI
90;21;31;Prótesis articulares.;1/11/11;NULL;SI
84;19;31;Para productos agrícolas.;1/11/11;NULL;SI
84;21;31;Filtros de entrada de aire para motores de encendido por chispa o compresión.;1/11/11;NULL;SI
84;25;31;Con motor eléctrico.;1/11/11;NULL;SI
84;28;31;Especialmente concebidos para el interior de minas u otros trabajos subterráneos.;1/11/11;NULL;SI
87;16;31;Cisternas.;1/11/11;NULL;SI
29;14;31;Fenilacetona (fenilpropan-2-ona).;1/11/11;NULL;SI
29;15;31;Acetato de etilo.;1/11/11;NULL;SI
29;16;31;Ácido benzoico, sus sales y sus ésteres.;1/11/11;NULL;SI
85;42;31;Procesadores y controladores, incluso combinados con memorias, convertidores, circuitos lógicos, amplificadores, relojes y circuitos de sincronización, u otros circuitos.;1/11/11;NULL;SI
87;04;31;De peso total con carga máxima inferior o igual a 5 t.;1/11/11;NULL;SI
20;09;31;De valor Brix inferior o igual a 20.;1/11/11;NULL;SI
54;02;31;De nailon o demás poliamidas, de título inferior o igual a 50 tex por hilo sencillo.;1/11/11;NULL;SI
85;39;31;Fluorescentes, de cátodo caliente.;1/11/11;NULL;SI
29;33;31;Piridina y sus sales.;1/11/11;NULL;SI
28;27;31;De magnesio.;1/11/11;NULL;SI
40;02;31;Caucho isobuteno-isopreno (butilo) (IIR).;1/11/11;NULL;SI
55;09;31;Sencillos.;1/11/11;NULL;SI
29;05;31;Etilenglicol (etanodiol).;1/11/11;NULL;SI
61;03;31;De lana o pelo fino.;1/11/11;NULL;SI
61;04;31;De lana o pelo fino.;1/11/11;NULL;SI
61;08;31;De algodón.;1/11/11;NULL;SI
61;12;31;De fibras sintéticas.;1/11/11;NULL;SI
62;03;31;De lana o pelo fino.;1/11/11;NULL;SI
62;04;31;De lana o pelo fino.;1/11/11;NULL;SI
87;03;31;De cilindrada inferior o igual a 1,500 cm3.;1/11/11;NULL;SI
29;03;31;Dibromuro de etileno (ISO) (1,2-dibromoetano).;1/11/11;NULL;SI
70;02;31;De cuarzo o demás sílices fundidos.;1/11/11;NULL;SI
71;02;31;En bruto o simplemente aserrados, exfoliados o desbastados.;1/11/11;NULL;SI
70;19;31;mats.;1/11/11;NULL;SI
71;10;31;En bruto o en polvo.;1/11/11;NULL;SI
37;02;31;Para fotografía en colores (policroma).;1/11/11;NULL;SI
72;16;31;Perfiles en U.;1/11/11;NULL;SI
73;04;31;Estirados o laminados en frío.;1/11/11;NULL;SI
73;05;31;Soldados longitudinalmente.;1/11/11;NULL;SI
29;22;31;"Anfepramona (DCI), metadona (DCI) y normetadona (DCI); sales de estos productos.";1/11/11;NULL;SI
63;02;31;De algodón.;1/11/11;NULL;SI
72;19;31;De espesor superior o igual a 4.75 mm.;1/11/11;NULL;SI
96;08;31;Para dibujar con tinta china.;1/11/11;30/6/12;SI
55;13;31;De fibras discontinuas de poliéster, de ligamento tafetán.;1/11/11;NULL;SI
55;16;31;Crudos o blanqueados.;1/11/11;NULL;SI
57;02;31;De lana o pelo fino.;1/11/11;NULL;SI
44;01;31;Pellets de madera.;1/7/12;NULL;SI
01;02;31;Reproductores de raza pura.;1/7/12;NULL;SI
03;04;31;De tilapias (Oreochromis spp.).;1/7/12;NULL;SI
03;05;31;De tilapias (Oreochromis spp.), bagre o pez gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), anguil;1/7/12;NULL;SI
09;08;31;Sin triturar ni pulverizar.;1/7/12;NULL;SI
09;09;31;Sin triturar ni pulverizar.;1/7/12;NULL;SI
16;04;31;Caviar.;1/7/12;NULL;SI
58;01;31;Terciopelo y felpa por trama, sin cortar.;1/11/11;NULL;SI
58;06;31;De algodón.;1/11/11;NULL;SI
95;06;31;"Palos de golf (""clubs""), completos, individuales o en juegos.";1/11/11;NULL;SI
16;02;31;De pavo (gallipavo).;1/11/11;NULL;SI
18;06;31;Rellenos.;1/11/11;NULL;SI
52;11;31;De ligamento tafetán.;1/11/11;NULL;SI
54;03;31;De rayón viscosa, sin torsión o con una torsión inferior o igual a 120 vueltas por metro.;1/11/11;NULL;SI
54;08;31;Crudos o blanqueados.;1/11/11;NULL;SI
84;74;31;Hormigoneras y aparatos de amasar mortero.;1/11/11;NULL;SI
19;05;31;Galletas dulces (con adición de edulcorante).;1/11/11;NULL;SI
28;35;31;Trifosfato de sodio (tripolifosfato de sodio).;1/11/11;NULL;SI
29;17;31;S/N;1/11/11;NULL;SI
44;10;31;S/N;1/11/11;NULL;SI
44;11;31;S/N;1/11/11;NULL;SI
55;14;31;S/N;1/11/11;NULL;SI
62;11;31;S/N;1/11/11;NULL;SI
63;06;31;S/N;1/11/11;NULL;SI
52;06;31;De título superior o igual a 714.29 decitex por hilo sencillo (inferior o igual al número métrico 14 por hilo sencillo).;1/11/11;NULL;SI
13;02;31;Agar-agar.;1/11/11;NULL;SI
52;09;31;De ligamento tafetán.;1/11/11;NULL;SI
52;10;31;De ligamento tafetán.;1/11/11;NULL;SI
85;19;31;S/N;1/11/11;NULL;SI
85;24;31;S/N;1/11/11;NULL;SI
85;27;31;S/N;1/11/11;NULL;SI
87;08;31;S/N;1/11/11;NULL;SI
85;01;31;De potencia de salida inferior o igual a 750 W.;1/11/11;NULL;SI
85;02;31;De energía eólica.;1/11/11;NULL;SI
85;04;31;De potencia inferior o igual a 1 kVA.;1/11/11;NULL;SI
84;48;31;Guarniciones de cardas.;1/11/11;NULL;SI
84;60;31;De control numérico.;1/11/11;NULL;SI
85;33;31;De potencia inferior o igual a 20 W.;1/11/11;NULL;SI
84;59;31;De control numérico.;1/11/11;NULL;SI
84;62;31;De control numérico.;1/11/11;NULL;SI
40;09;31;Sin accesorios.;1/11/11;NULL;SI
44;08;31;Dark Red Meranti, Light Red Meranti y Meranti Bakau.;1/11/11;NULL;SI
84;07;31;De cilindrada inferior o igual a 50 cm3 .;1/11/11;NULL;SI
42;02;31;Con la superficie exterior de cuero natural o cuero regenerado.;1/11/11;NULL;SI
82;02;31;Con parte operante de acero.;1/11/11;NULL;SI
59;11;31;De peso inferior a 650 g/m².;1/11/11;NULL;SI
60;05;31;Crudos o blanqueados.;1/11/11;NULL;SI
60;06;31;Crudos o blanqueados.;1/11/11;NULL;SI
85;15;31;Total o parcialmente automáticos.;1/11/11;NULL;SI
85;16;31;Secadores para el cabello.;1/11/11;NULL;SI
90;30;31;Multímetros, sin dispositivo registrador.;1/11/11;NULL;SI
70;13;31;S/N;1/11/11;NULL;SI
03;02;31;Albacoras o atunes blancos (Thunnus alalunga).;1/11/11;NULL;SI
07;12;31;Hongos del género Agaricus.;1/11/11;NULL;SI
07;13;31;Frijoles (porotos, alubias, judías, fréjoles) de las especies Vigna mungo (L) Hepper o Vigna radiata (L) Wilczek.;1/11/11;NULL;SI
08;01;31;Con cáscara.;1/11/11;NULL;SI
51;05;31;De cabra de Cachemira.;1/11/11;NULL;SI
52;05;31;De título superior o igual a 714.29 decitex por hilo sencillo (inferior o igual al número métrico 14 por hilo sencillo).;1/11/11;NULL;SI
73;14;31;Cincadas.;1/11/11;NULL;SI
74;09;31;Enrolladas.;1/11/11;NULL;SI
87;03;32;De cilindrada superior a 1,500 cm3 pero inferior o igual a 2,500 cm3.;1/11/11;NULL;SI
87;04;32;De peso total con carga máxima superior a 5 t.;1/11/11;NULL;SI
62;11;32;De algodón.;1/11/11;NULL;SI
63;05;32;Continentes intermedios flexibles para productos a granel.;1/11/11;NULL;SI
60;05;32;Teñidos.;1/11/11;NULL;SI
60;06;32;Teñidos.;1/11/11;NULL;SI
29;33;32;Piperidina y sus sales.;1/11/11;NULL;SI
54;08;32;Teñidos.;1/11/11;NULL;SI
61;03;32;De algodón.;1/11/11;NULL;SI
61;04;32;De algodón.;1/11/11;NULL;SI
61;08;32;De fibras sintéticas o artificiales.;1/11/11;NULL;SI
62;03;32;De algodón.;1/11/11;NULL;SI
62;04;32;De algodón.;1/11/11;NULL;SI
29;05;32;Propilenglicol (propano-1,2-diol).;1/11/11;NULL;SI
70;02;32;De otro vidrio con un coeficiente de dilatación lineal inferior o igual a 5 x 10-6 por Kelvin, entre 0º C y 300º C.;1/11/11;NULL;SI
70;19;32;Velos.;1/11/11;NULL;SI
37;02;32;Las demás, con emulsión de halogenuros de plata.;1/11/11;NULL;SI
72;16;32;Perfiles en I.;1/11/11;NULL;SI
63;02;32;De fibras sintéticas o artificiales.;1/11/11;NULL;SI
72;19;32;De espesor superior o igual a 3 mm pero inferior a 4.75 mm.;1/11/11;NULL;SI
84;28;32;Los demás, de cangilones.;1/11/11;NULL;SI
84;43;32;Las demás, aptas para ser conectadas a una máquina automática para tratamiento o procesamiento de datos o a una red.;1/11/11;NULL;SI
13;02;32;Mucílagos y espesativos de la algarroba o de su semilla o de las semillas de guar, incluso modificados.;1/11/11;NULL;SI
03;04;32;De bagre o pez gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.).;1/7/12;NULL;SI
03;05;32;De pescados de las familias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae y Muraenolepididae.;1/7/12;NULL;SI
09;08;32;Triturados o pulverizados.;1/7/12;NULL;SI
09;09;32;Trituradas o pulverizadas.;1/7/12;NULL;SI
16;04;32;Sucedáneos del caviar.;1/7/12;NULL;SI
58;01;32;"Terciopelo y felpa por trama, cortados, rayados (pana rayada, ""corduroy"").";1/11/11;NULL;SI
58;06;32;De fibras sintéticas o artificiales.;1/11/11;NULL;SI
16;02;32;De gallo o gallina.;1/11/11;NULL;SI
19;05;32;"Barquillos y obleas, incluso rellenos (""gaufrettes"", ""wafers"") y ""waffles"" (""gaufres"").";1/11/11;NULL;SI
52;11;32;De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4.;1/11/11;NULL;SI
52;10;32;De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4.;1/11/11;NULL;SI
54;02;32;De nailon o demás poliamidas, de título superior a 50 tex por hilo sencillo.;1/11/11;NULL;SI
54;03;32;De rayón viscosa, con una torsión superior a 120 vueltas por metro.;1/11/11;NULL;SI
55;09;32;Retorcidos o cableados.;1/11/11;NULL;SI
84;74;32;Máquinas de mezclar materia mineral con asfalto.;1/11/11;NULL;SI
95;06;32;Pelotas.;1/11/11;NULL;SI
18;06;32;Sin rellenar.;1/11/11;NULL;SI
28;27;32;De aluminio.;1/11/11;NULL;SI
44;10;32;S/N;1/11/11;NULL;SI
55;13;32;S/N;1/11/11;NULL;SI
55;14;32;S/N;1/11/11;NULL;SI
52;06;32;De título inferior a 714.29 decitex pero superior o igual a 232.56 decitex, por hilo sencillo (superior al número métrico 14 pero inferior o igual al número métrico 43, por hilo sencillo).;1/11/11;NULL;SI
85;20;32;S/N;1/11/11;NULL;SI
85;24;32;S/N;1/11/11;NULL;SI
85;27;32;S/N;1/11/11;NULL;SI
57;02;32;De materia textil sintética o artificial.;1/11/11;NULL;SI
85;01;32;De potencia de salida superior a 750 W pero inferior o igual a 75 kW.;1/11/11;NULL;SI
85;04;32;De potencia superior a 1 kVA pero inferior o igual a 16 kVA.;1/11/11;NULL;SI
52;09;32;De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4.;1/11/11;NULL;SI
84;48;32;De máquinas para la preparación de materia textil, excepto las guarniciones de cardas.;1/11/11;NULL;SI
85;39;32;"Lámparas de vapor de mercurio o sodio; lámparas de halogenuro metálico.";1/11/11;NULL;SI
40;09;32;Con accesorios.;1/11/11;NULL;SI
40;10;32;Correas de transmisión sin fin, sin estriar, de sección trapezoidal, de circunferencia exterior superior a 60 cm pero inferior o igual a 180 cm.;1/11/11;NULL;SI
41;06;32;"En estado seco (""crust"").";1/11/11;NULL;SI
59;11;32;De peso superior o igual a 650 g/m².;1/11/11;NULL;SI
70;13;32;S/N;1/11/11;NULL;SI
03;02;32;Atunes de aleta amarilla (rabiles) (Thunnus albacares).;1/11/11;NULL;SI
08;01;32;Sin cáscara.;1/11/11;NULL;SI
08;02;32;Sin cáscara.;1/11/11;NULL;SI
42;02;32;Con la superficie exterior de hojas de plástico o materia textil.;1/11/11;NULL;SI
39;17;32;Los demás, sin reforzar ni combinar con otras materias, sin accesorios.;1/11/11;NULL;SI
44;12;32;Las demás, que tengan, por lo menos, una hoja externa de madera distinta de la de coníferas.;1/11/11;NULL;SI
52;08;32;De ligamento tafetán, de peso superior a 100 g/m².;1/11/11;NULL;SI
84;07;32;De cilindrada superior a 50 cm3 pero inferior o igual a 250 cm3 .;1/11/11;NULL;SI
07;12;32;Orejas de Judas (Auricularia spp.).;1/11/11;NULL;SI
07;13;32;Frijoles (porotos, alubias, judías, fréjoles) Adzuki (Phaseolus o Vigna angularis).;1/11/11;NULL;SI
03;03;32;Sollas (Pleuronectes platessa).;1/11/11;NULL;SI
01;06;32;Psitaciformes (incluidos los loros, guacamayos, cacatúas y demás papagayos).;1/11/11;NULL;SI
02;07;32;Sin trocear, frescos o refrigerados.;1/11/11;30/6/12;SI
30;04;32;Que contengan hormonas corticosteroides, sus derivados o análogos estructurales.;1/11/11;NULL;SI
48;10;32;Blanqueados uniformemente en la masa y con un contenido de fibras de madera obtenidas por procedimiento químico superior al 95% en peso del contenido total de fibra, de peso superior a 150 g/m².;1/11/11;NULL;SI
52;05;32;De título inferior a 714.29 decitex pero superior o igual a 232.56 decitex, por hilo sencillo (superior al número métrico 14 pero inferior o igual al número métrico 43, por hilo sencillo).;1/11/11;NULL;SI
90;18;32;Agujas tubulares de metal y agujas de sutura.;1/11/11;NULL;SI
84;19;32;Para madera, pasta para papel, papel o cartón.;1/11/11;NULL;SI
90;30;32;Multímetros, con dispositivo registrador.;1/11/11;NULL;SI
55;16;32;Teñidos.;1/11/11;NULL;SI
85;16;32;Los demás aparatos para el cuidado del cabello.;1/11/11;NULL;SI
29;15;32;Acetato de vinilo.;1/11/11;NULL;SI
29;16;32;Peróxido de benzoilo y cloruro de benzoilo.;1/11/11;NULL;SI
29;17;32;Ortoftalatos de dioctilo.;1/11/11;NULL;SI
85;42;32;Memorias.;1/11/11;NULL;SI
55;16;33;Con hilados de distintos colores.;1/11/11;NULL;SI
72;19;33;De espesor superior a 1 mm pero inferior a 3 mm.;1/11/11;NULL;SI
03;04;33;De percas del Nilo (Lates niloticus).;1/7/12;NULL;SI
58;01;33;Los demás terciopelos y felpas por trama.;1/11/11;NULL;SI
54;02;33;De poliésteres.;1/11/11;NULL;SI
54;08;33;Con hilados de distintos colores.;1/11/11;NULL;SI
28;27;33;S/N;1/11/11;NULL;SI
44;10;33;S/N;1/11/11;NULL;SI
55;13;33;S/N;1/11/11;NULL;SI
55;14;33;S/N;1/11/11;NULL;SI
52;06;33;De título inferior a 232.56 decitex pero superior o igual a 192.31 decitex, por hilo sencillo (superior al número métrico 43 pero inferior o igual al número métrico 52, por hilo sencillo).;1/11/11;NULL;SI
85;20;33;S/N;1/11/11;NULL;SI
85;01;33;De potencia de salida superior a 75 kW pero inferior o igual a 375 kW.;1/11/11;NULL;SI
85;04;33;De potencia superior a 16 kVA pero inferior o igual a 500 kVA.;1/11/11;NULL;SI
84;48;33;Husos y sus aletas, anillos y cursores.;1/11/11;NULL;SI
40;10;33;Correas de transmisión sin fin, estriadas, de sección trapezoidal, de circunferencia exterior superior a 180 cm pero inferior o igual a 240 cm.;1/11/11;NULL;SI
74;15;33;"Tornillos; pernos y tuercas.";1/11/11;NULL;SI
60;05;33;Con hilados de distintos colores.;1/11/11;NULL;SI
60;06;33;Con hilados de distintos colores.;1/11/11;NULL;SI
85;16;33;Aparatos para secar las manos.;1/11/11;NULL;SI
03;02;33;Listados o bonitos de vientre rayado.;1/11/11;NULL;SI
07;12;33;Hongos gelatinosos (Tremella spp.).;1/11/11;NULL;SI
07;13;33;Frijol (poroto, alubia, judía, fréjol) común (Phaseolus vulgaris).;1/11/11;NULL;SI
39;17;33;Los demás, sin reforzar ni combinar con otras materias, con accesorios.;1/11/11;NULL;SI
52;08;33;De ligamento sarga, incluido el cruzado, de curso inferior o igual a 4.;1/11/11;NULL;SI
84;07;33;De cilindrada superior a 250 cm3 pero inferior o igual a 1000 cm3.;1/11/11;NULL;SI
03;03;33;Lenguados (Solea spp.).;1/11/11;NULL;SI
02;07;33;Sin trocear, congelados.;1/11/11;30/6/12;SI
52;05;33;De título inferior a 232.56 decitex pero superior o igual a 192.31 decitex, por hilo sencillo (superior al número métrico 43 pero inferior o igual al número métrico 52, por hilo sencillo).;1/11/11;NULL;SI
84;28;33;Los demás, de banda o correa.;1/11/11;NULL;SI
90;30;33;Los demás, sin dispositivo registrador.;1/11/11;NULL;SI
29;15;33;Acetato de n-butilo.;1/11/11;NULL;SI
29;17;33;Ortoftalatos de dinonilo o de didecilo.;1/11/11;NULL;SI
85;42;33;Amplificadores.;1/11/11;NULL;SI
87;03;33;De cilindrada superior a 2,500 cm3.;1/11/11;NULL;SI
62;03;33;De fibras sintéticas.;1/11/11;NULL;SI
62;04;33;De fibras sintéticas.;1/11/11;NULL;SI
61;03;33;De fibras sintéticas.;1/11/11;NULL;SI
61;04;33;De fibras sintéticas.;1/11/11;NULL;SI
29;33;33;Alfentanilo (DCI), anileridina (DCI), bezitramida (DCI), bromazepam (DCI), cetobemidona (DCI), difenoxilato (DCI), difenoxina (DCI), dipipanona (DCI), fenciclidina (DCI) (PCP), fenoperidina (DCI), fentanilo (DCI), metilfenidato (DCI), pentazocina (DCI), p;1/11/11;NULL;SI
54;03;33;De acetato de celulosa.;1/11/11;NULL;SI
70;13;33;De cristal al plomo.;1/11/11;NULL;SI
72;16;33;Perfiles en H.;1/11/11;NULL;SI
62;11;33;De fibras sintéticas o artificiales.;1/11/11;NULL;SI
63;05;33;Los demás, de tiras o formas similares, de polietileno o polipropileno.;1/11/11;NULL;SI
01;06;33;"Avestruces; emús (Dromaius novaehollandiae).";1/7/12;NULL;SI
03;03;34;Rodaballos (Psetta maxima).;1/7/12;NULL;SI
72;19;34;De espesor superior o igual a 0.5 mm pero inferior o igual a 1 mm.;1/11/11;NULL;SI
58;01;34;Terciopelo y felpa por urdimbre, sin cortar (rizados).;1/11/11;30/6/12;SI
54;02;34;De polipropileno.;1/11/11;NULL;SI
28;27;34;S/N;1/11/11;NULL;SI
29;15;34;S/N;1/11/11;NULL;SI
52;06;34;De título inferior a 192.31 decitex pero superior o igual a 125 decitex, por hilo sencillo (superior al número métrico 52 pero inferior o igual al número métrico 80, por hilo sencillo).;1/11/11;NULL;SI
85;01;34;De potencia de salida superior a 375 kW.;1/11/11;NULL;SI
85;04;34;De potencia superior a 500 kVA.;1/11/11;NULL;SI
40;10;34;Correas de transmisión sin fin, sin estriar, de sección trapezoidal, de circunferencia exterior superior a 180 cm pero inferior o igual a 240 cm.;1/11/11;NULL;SI
02;07;34;Hígados grasos, frescos o refrigerados.;1/11/11;30/6/12;SI
03;02;34;Patudos o atunes ojo grande (Thunnus obesus).;1/11/11;NULL;SI
84;07;34;De cilindrada superior a 1,000 cm³.;1/11/11;NULL;SI
52;05;34;De título inferior a 192.31 decitex pero superior o igual a 125 decitex, por hilo sencillo (superior al número métrico 52 pero inferior o igual al número métrico 80, por hilo sencillo).;1/11/11;NULL;SI
55;16;34;Estampados.;1/11/11;NULL;SI
29;17;34;Los demás ésteres del ácido ortoftálico.;1/11/11;NULL;SI
29;16;34;Ácido fenilacético y sus sales.;1/11/11;NULL;SI
60;05;34;Estampados.;1/11/11;NULL;SI
60;06;34;Estampados.;1/11/11;NULL;SI
54;08;34;Estampados.;1/11/11;NULL;SI
07;13;34;Frijoles (porotos, alubias, judías, fréjoles) Bambara (Vigna subterranea o Voandzeia subterranea).;1/7/12;NULL;SI
52;05;35;De título inferior a 125 decitex por hilo sencillo (superior al número métrico 80 por hilo sencillo).;1/11/11;NULL;SI
07;13;35;Frijoles (porotos, alubias, judías, fréjoles) salvajes o caupí (Vigna unguiculata).;1/7/12;NULL;SI
58;01;35;Terciopelo y felpa por urdimbre, cortados.;1/11/11;30/6/12;SI
28;27;35;De níquel.;1/11/11;NULL;SI
29;15;35;S/N;1/11/11;NULL;SI
72;19;35;De espesor inferior a 0.5 mm.;1/11/11;NULL;SI
40;10;35;Correas de transmisión sin fin, con muescas (sincrónicas), de circunferencia exterior superior a 60 cm pero inferior o igual a 150 cm.;1/11/11;NULL;SI
03;02;35;Atunes del Atlántico y del Pacífico, de aleta azul (Thunnus thynnus, Thunnus orientalis).;1/11/11;NULL;SI
02;07;35;Los demás, frescos o refrigerados.;1/11/11;30/6/12;SI
29;16;35;Ésteres del ácido fenilacético.;1/11/11;30/6/12;SI
29;17;35;Anhídrido ftálico.;1/11/11;NULL;SI
52;06;35;De título inferior a 125 decitex por hilo sencillo (superior al número métrico 80 por hilo sencillo).;1/11/11;NULL;SI
58;01;36;Tejidos de chenilla.;1/11/11;NULL;SI
28;27;36;S/N;1/11/11;NULL;SI
40;10;36;Correas de transmisión sin fin, con muescas (sincrónicas), de circunferencia exterior superior a 150 cm pero inferior o igual a 198 cm.;1/11/11;NULL;SI
03;02;36;Atunes del sur (Thunnus maccoyii).;1/11/11;NULL;SI
29;17;36;Ácido tereftálico y sus sales.;1/11/11;NULL;SI
29;15;36;Acetato de dinoseb (ISO).;1/11/11;NULL;SI
29;16;36;Binapacril (ISO).;1/11/11;30/6/12;SI
72;08;36;De espesor superior a 10 mm.;1/11/11;NULL;SI
02;07;36;Los demás, congelados.;1/11/11;30/6/12;SI
54;02;44;De elastómeros.;1/11/11;NULL;SI
55;16;44;Estampados.;1/11/11;NULL;SI
29;39;44;Norefedrina y sus sales.;1/7/12;NULL;SI
02;07;44;Los demás, frescos o refrigerados.;1/7/12;NULL;SI
60;05;44;Estampados.;1/11/11;NULL;SI
03;02;44;Caballas (Scomber scombrus, Scomber australasicus, Scomber japonicus).;1/7/12;NULL;SI
29;21;44;"Difenilamina y sus derivados; sales de estos productos.";1/11/11;NULL;SI
60;06;44;Estampados.;1/11/11;NULL;SI
61;04;44;De fibras artificiales.;1/11/11;NULL;SI
03;04;44;De pescados de las familias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae y Muraenolepididae.;1/7/12;NULL;SI
52;06;44;De título inferior a 192.31 decitex pero superior o igual a 125 decitex, por hilo sencillo (superior al número métrico 52 pero inferior o igual al número métrico 80, por hilo sencillo).;1/11/11;NULL;SI
29;09;44;Los demás éteres monoalquílicos del etilenglicol o del dietilenglicol.;1/11/11;NULL;SI
